Occupation_Accountant,Occupation_Architect,Occupation_Developer,Occupation_Doctor,Occupation_Engineer,Occupation_Entrepreneur,Occupation_Journalist,Occupation_Lawyer,Occupation_Manager,Occupation_Mechanic,Occupation_Media_Manager,Occupation_Musician,Occupation_Scientist,Occupation_Teacher,Occupation_Writer,Payment_of_Min_Amount_No,Payment_of_Min_Amount_Yes,Payment_Behaviour_High_spent_Large_value_payments,Payment_Behaviour_High_spent_Medium_value_payments,Payment_Behaviour_High_spent_Small_value_payments,Payment_Behaviour_Low_spent_Large_value_payments,Payment_Behaviour_Low_spent_Medium_value_payments,Payment_Behaviour_Low_spent_Small_value_payments,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age_in_months,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,28452.8,2267.0666666666666,10,8,21.0,5,58,20,8.18,14.0,1909.79,30.149750640172982,224,106.58414239646105,32.69415929878003,337.42836497142565
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,28452.8,2267.0666666666666,10,8,21.0,5,58,20,8.18,14.0,1909.79,26.664344435884733,225,106.58414239646105,148.28893479450784,231.83358947569783
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,19040.44,1865.703333333333,6,5,5.0,-100,16,5,9.05,7.0,2492.06,38.14499784496697,105,82.1425401101276,127.2251739603178,237.20261926288796
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,19040.44,1865.703333333333,6,5,5.0,7,19,11,9.05,12.0,2492.06,30.357775353309,108,82.1425401101276,75.8833044136668,318.54448880953896
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15377.55,1208.4625,3,4,5.0,3,1,10,0.51,8.0,678.99,30.977522958098287,343,28.98979809050899,66.38118600332068,315.4752659061703
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,57728.22,4661.685,4,6,8.0,4,23,9,9.2,3.0,167.02,27.02099541108037,240,174.14193932023255,88.72132882545708,453.30523185431036
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,57728.22,4661.685,4,6,8.0,4,23,9,9.2,4.0,167.02,39.37198840175856,242,174.14193932023255,92.74016684109488,449.28639383867267
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,16598.74,1381.2283333333337,7,6,31.0,5,7,16,7.8,13.0,1689.33,36.246072271247975,95,35.21707892555592,75.24327395066625,307.6624804571112
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,62565.60000000001,5086.8,8,8,24.0,4,22,21,6.94,12.0,1401.39,37.059384331240096,185,146.36361864024568,457.44098642769376,174.87539493206054
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,62565.60000000001,5086.8,8,8,24.0,4,17,19,6.94,12.0,1401.39,41.104698383475096,186,146.36361864024568,170.57605268576177,471.7403286739926
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,87671.6,7202.966666666667,7,3,12.0,4,8,14,17.14,12.0,1375.37,32.1919089167572,175,195.77510963516343,165.3619306471666,599.1596263843368
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,58053.27,4795.7725,6,8,28.0,7,19,20,34.489999999999995,13.0,3771.12,35.80941275545607,79,238.05753012785652,126.37631642003784,365.14340345210564
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,58053.27,4795.7725,6,8,28.0,7,19,22,28.49,13.0,3771.12,29.89275853832866,82,238.05753012785652,92.66160051169129,408.8581193604522
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,31356.66,2736.055,10,9,25.0,7,29,22,17.37,142.0,3244.97,30.36892002946763,58,120.8178654595682,34.183510067462585,368.60412447296926
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18157.03,1813.085833333333,5,5,20.0,4,9,13,4.2,0.0,762.58,25.48307864734333,318,33.43054923934835,59.820263497162316,338.0577705968227
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18157.03,1813.085833333333,5,5,20.0,1048,9,13,3.2,0.0,762.58,26.068484843382286,320,33.43054923934835,99.82784122854306,338.05019286544183
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18157.03,1813.085833333333,5,5,20.0,4,9,13,3.2,5.0,762.58,33.0704059531162,321,33.43054923934835,163.96087816660048,273.91715592738444
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16173.51,1581.7925,8,6,17.0,2,16,18,17.59,10.0,751.55,37.295141422293774,76,17.761332922721916,105.58435219309351,324.8335648841846
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,16173.51,1581.7925,8,6,17.0,2,16,18,13.59,10.0,751.55,27.27697560592823,77,17.761332922721916,98.61857976000908,321.79933731726896
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16173.51,1581.7925,8,6,17.0,2,16,20,17.59,10.0,751.55,33.86303371958819,79,17.761332922721916,55.054458824339896,355.36345825293824
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,54622.5,4371.875,8,9,23.0,7,19,19,19.92,17.0,3445.84,36.72146946978879,85,217.31615326411827,347.14707457875085,152.72427215713094
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,83989.44,6634.0572716942615,7,7,19.0,7,59,10,9.55,11.0,1926.7,30.1457307393621,189,488.7029892056617,177.14299562587186,437.9287434742054
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,83989.44,6634.0572716942615,7,7,19.0,7,59,9,16.55,11.0,1926.7,41.20739115940811,191,488.7029892056617,105.66091362962149,499.4108254704557
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,83989.44,6634.0572716942615,7,7,19.0,7,59,10,10.55,11.0,1926.7,34.358174240936336,192,488.7029892056617,243.46155888431431,391.61018021576297
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,16756.18,1331.3483333333334,9,6,22.0,2,50,12,10.66,13.0,1941.73,36.807542986550935,191,27.44208910654816,79.08087443658461,306.61186979020056
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16756.18,1331.3483333333334,9,750,22.0,-100,53,12,10.66,13.0,1941.73,24.1803618686468,193,27.44208910654816,168.43584020560507,227.25690402118008
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,33337.84,2909.153333333333,9,9,24.0,7,44,21,29.64,13.0,3652.25,29.246307041205085,85,136.80995946791714,263.1532745316611,180.95209933375503
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,40591.74,3156.645,5,5,16.0,4,19,10,12.36,5.0,278.43,33.676883615414525,237,93.03689328963988,37.11178797948429,425.5158187308759
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,69506.16,5868.18,8,6,17.0,1,15,15,16.76,4.0,460.46,33.64249772923156,199,51.78614178778266,68.62626571215482,706.4055925000628
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,69506.16,5868.18,8,6,17.0,1,15,17,16.76,8.0,460.46,30.78990120988016,201,51.78614178778266,777.4095346113514,47.622323600865904
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,18623.23,1765.9358333333332,7,6,16.0,6,14,16,5.37,8.0,1932.49,24.38038946589405,178,36912.0,82.31058162517407,330.1605618721536
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,18623.23,1765.9358333333332,7,6,16.0,6,18,19,5.37,8.0,1932.49,37.47825620177858,179,54.12243983600564,63.52376684140976,308.94737665591794
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,117946.44,9988.87,4,5,1.0,3,4,0,12.51,0.0,573.65,35.976066836426355,313,195.53154049933357,456.59911644121087,616.7563430594557
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,51548.56,4193.713333333333,8,5,8.0,4,30,8,6.98,7.0,382.14,31.775101541181684,197,92.04786673224876,336.82059559181715,260.5028710092673
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,51548.56,4193.713333333333,8,5,8.0,4,30,8,6.98,7.0,382.14,24.358667366286184,198,92.04786673224876,162.0608768535049,425.2625897475796
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,49187.06999999999,3823.9225,6,6,25.0,6,26,13,15.04,7.0,1357.26,28.85138477030515,213,198.6083323566276,166.06357595484815,287.72034168852434
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,58194.33,4663.5275,5,7,20.0,5,26,18,12.11,4.0,1208.38,32.258920072342555,119,132.08369503329806,180.4196323522263,413.8494226144757
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,124683.72,10193.31,5,6,8.0,7,25,5,19.27,12.0,318.37,34.6059770156571,176,612.3069690094261,303.74528430814274,363.2787466824312
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90429.99,7363.8325,0,2,10.0,1,0,2,2.25,4.0,1127.26,37.185128198386565,380,42.6880014753479,298.0121665728882,675.6830819517639
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,133068.44,11063.036666666669,4,3,6.0,3,15,8,11.77,7.0,940.98,31.791382138968714,291,251.61640301399424,122.78973184455263,981.89753180812
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,133068.44,11063.036666666669,4,3,6.0,3,15,11,11.77,7.0,940.98,39.50873256053001,292,251.61640301399424,363.44299282464897,771.2442708280233
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,133068.44,11063.036666666669,4,3,6.0,3,15,8,4.77,7.0,940.98,43.8732358031655,293,251.61640301399424,110.28919396279422,984.3980696898784
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20302.59,1909.015353163033,6,5,17.0,6,28,25,34.94,11.0,4828.75,27.449749543446288,121,145.75131922105032,45.909339533720654,330.39473808219583
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,20302.59,1909.015353163033,6,5,17.0,6,33,25,27.94,11.0,4828.75,28.976077285329108,122,145.75131922105032,267.9571886548913,158.34688896102506
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,42541.92,3445.16,6,5,7.0,5,8,11,12.31,5.0,240.24,21.73067917527544,161,162.37537379542317,449.79355551226786,22.34707069230888
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,42541.92,3445.16,6,5,7.0,5,8,11,12.31,5.0,240.24,34.53937423784376,162,162.37537379542317,22.627996447578102,399.51262975699865
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,14924.12,1347.6766666666667,8,7,16.0,2,7,20,9.8,7.0,22.71,39.84550351574477,141,19.92836450656589,59.80675457056629,315.0325475895345
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36791.9,2772.991666666667,6,7,20.0,3,26,19,0.6000000000000001,4.0,145.6,28.12183265530154,289,57.30150931559734,259.73784229569486,230.25981505537445
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,47752.38,4227.365,8,6,28.0,6,19,17,13.13,14.0,1801.77,29.94435001627339,203,166.37574402655838,154.8429225504477,351.51783342299393
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,15225.99,1488.8325,8,6,21.0,3,31,15,0.86,13.0,2103.91,33.47648770846126,140,29.415622966550306,81.38879771667803,318.0788293167717
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,15225.99,1488.8325,8,6,21.0,3,31,18,0.86,13.0,2103.91,39.90645918881736,141,29.415622966550306,41.11488067019975,338.35274636324993
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,79413.04,6342.753333333332,10,10,21.0,3,40,20,12.83,16.0,2367.11,37.75241794014087,149,173.7773029102787,234.74530516865138,485.7527252544033
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,79413.04,6342.753333333332,10,10,21.0,3,39,17,12.83,16.0,2367.11,29.47907216796616,150,173.7773029102787,150.88121860107955,549.6168118219751
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16361.9,1618.4916666666666,6,9,31.0,8,42,19,20.95,6.0,4949.89,34.79697090187816,54,104.73037888276976,126.39234608603594,220.7264416978609
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,16361.9,1618.4916666666666,6,9,31.0,8,45,17,20.95,6.0,4949.89,38.74475893521231,55,104.73037888276976,154.17862293602803,182.94016484786889
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8446.315,627.8595833333334,9,6,18.0,6,24,13,11.05,12.0,1291.0,36.07706730261675,119,28.201959285524588,38.157431713422255,286.4265673343865
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,155955.8,12806.316666666666,5,3,2.0,2,2,6,10.32,4.0,233.93,28.893174390106893,293,130.7253093174342,127.72075859408993,1262.1855987551426
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14547.7,1157.0259111579346,9,10,26.0,7,41,16,24.81,10.0,4499.91,37.94275840056407,57,67.57052835400135,94.75639654897516,229.3863306057557
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,14547.7,1157.0259111579346,9,10,26.0,7,44,16,24.81,10.0,4499.91,25.94423285384709,58,67.57052835400135,13.589688410114624,270.55303874461623
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,110110.04,9238.836666666666,8,54,12.0,4,11,15,5.61,3.0,1495.41,36.343129184914005,213,233.86001731112623,62.264910438406325,867.758738917134
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,17568.98,1718.081666666667,7,6,27.0,8,44,24,29.09,12.0,2551.73,24.18397696388945,134,100.4203361560985,56.32066333828322,295.067167172285
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,37822.18,2844.056718033686,7,8,34.0,9,29,22,0.57,14.0,3805.47,26.45879915847673,146,11756.0,256.33550297341907,182.68414262584682
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,37822.18,2844.056718033686,7,8,34.0,9,29,22,0.57,14.0,3805.47,28.8235228182788,147,398.0568030337149,53.91487456109642,345.1047710381695
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16452512.0,1236.00625,7,7,13.0,3,7,15,4.1,5.0,353.62,34.874552977025346,308,37.54383620289943,103.60386159013667,272.4529272069639
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15985.41,1372.1175,7,3,17.0,7,22,17,14.86,14.0,1325.27,38.03592598643681,230,64.12679423335244,163.81714425282595,199.2678115138216
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35991.91,2920.325833333334,3,4,3.0,3,9,2,4.84,3.0,792.73,31.27296549935155,206,60.50607215872269,107.91400486375427,383.6125063108564
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,46036.35000000001,3930.362500000001,6,6,19.0,5,51,18,14.75,8.0,2576.0,37.81823392724942,182,146.4016503912428,261.52994288414374,255.10465672461362
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,69082.12,5567.843333333332,3,3,33.0,3,11,15,16.08,8.0,1467.48,38.14807976022157,140,119.4617547662783,370.60774694429153,346.7148316227636
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,35566.44,3239.870000000001,6,8,32.0,6,15,11,19.59,803.0,2203.49,33.249375335705444,102,171.59050838028304,115.41369684349743,286.98279477621963
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,35566.44,3239.870000000001,6,1392,32.0,6,15,11,17.59,12.0,2203.49,27.154423486007826,103,171.59050838028304,77.3193004826378,325.07719113707924
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,35566.44,3239.870000000001,6,8,32.0,6,15,12,17.59,12.0,2203.49,37.861689826914905,104,171.59050838028304,330.59509004095406,111.80140157876299
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,59961.82,4983.818333333334,5,1,7.0,3,10,3,7.07,6.0,91.38,35.19749736712418,361,93.84233619266304,279.35994979546194,385.17954734520833
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,20316.57,1926.0475,3,8,24.0,3,20,13,17.07,13.0,2584.09,31.868248785441352,103,45.78906263015938,131.54450398088431,305.2711833889563
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20316.57,1926.0475,3,8,24.0,3,18,15,12.07,13.0,2584.09,29.60512691372091,104,45.78906263015938,42.729707493698385,364.0859798761423
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,20316.57,1926.0475,3,8,24.0,-100,20,15,12.07,13.0,2584.09,26.48731647967949,106,45.78906263015938,148.94908587773244,287.8666014921082
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17680.79,1329.3991666666668,9,7,23.0,5,36,24,26.7,11.0,4894.42,24.40353230804341,85,71.47433778123587,155.71169524542395,195.75388364000682
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32186.31,2957.1925,4,1,2.0,1,15,10,3.75,2.0,305.84,33.909291295439694,331,36255.0,297.72601747340707,268.28223207642674
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,46586.31,4041.1925,6,4,6.0,6,11,20,17.18,10.0,1787.16,25.268675163058983,227,167.21829728582358,168.9338906743939,347.9670620397825
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,46586.31,4041.1925,7,5,6.0,6,11,17,17.18,10.0,1787.16,29.778022821749914,229,167.21829728582358,84.88130015010424,402.0196525640722
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,46586.31,4041.1925,7,5,6.0,6,11,17,17.18,10.0,1787.16,25.186565031612968,230,167.21829728582358,131.78353508085414,365.1174176333223
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,59050.48,5018.873333333334,8,8,371.0,9,56,25,23.29,10.0,4283.98,38.02129836370131,31,339.4953287455546,62.95833876267415,349.4336658251046
